ADM1_code_A,ADM1_name_A,country_A,ISO_A3_A,WB_region_A,ADM1_code_B,ADM1_name_B,country_B,ISO_A3_B,WB_region_B,cross_country,border_length_km,narrow_border,potential_artifact
CHE016,Sankt Gallen,Switzerland,CHE,Other,LIE003,Gamprin,Liechtenstein,LIE,Other,True,3.1792,True,False
CHE016,Sankt Gallen,Switzerland,CHE,Other,LIE006,Ruggell,Liechtenstein,LIE,Other,True,3.2918,True,False
CHE016,Sankt Gallen,Switzerland,CHE,Other,LIE007,Schaan,Liechtenstein,LIE,Other,True,4.3467,True,False
CHE016,Sankt Gallen,Switzerland,CHE,Other,LIE009,Triesen,Liechtenstein,LIE,Other,True,4.127,True,False
CHE016,Sankt Gallen,Switzerland,CHE,Other,LIE011,Vaduz,Liechtenstein,LIE,Other,True,4.4792,True,False
CHE017,Schaffhausen,Switzerland,CHE,Other,CHE020,Thurgau,Switzerland,CHE,Other,False,8.4326,False,False
CHE017,Schaffhausen,Switzerland,CHE,Other,CHE026,Zurich,Switzerland,CHE,Other,False,17.1973,False,False
CHE017,Schaffhausen,Switzerland,CHE,Other,DEU001,Baden-Wuerttemberg,Germany,DEU,Other,True,133.4147,False,False
CHE018,Schwyz,Switzerland,CHE,Other,CHE022,Uri,Switzerland,CHE,Other,False,35.6612,False,False
CHE018,Schwyz,Switzerland,CHE,Other,CHE025,Zug,Switzerland,CHE,Other,False,21.6221,False,False
CHE018,Schwyz,Switzerland,CHE,Other,CHE026,Zurich,Switzerland,CHE,Other,False,12.4576,False,False
CHE019,Solothurn,Switzerland,CHE,Other,FRA002,Alsace,France,FRA,Other,True,20.8634,False,False
CHE020,Thurgau,Switzerland,CHE,Other,CHE026,Zurich,Switzerland,CHE,Other,False,61.9185,False,False
CHE020,Thurgau,Switzerland,CHE,Other,DEU001,Baden-Wuerttemberg,Germany,DEU,Other,True,21.6927,False,False
CHE021,Ticino,Switzerland,CHE,Other,CHE022,Uri,Switzerland,CHE,Other,False,21.8308,False,False
CHE021,Ticino,Switzerland,CHE,Other,CHE023,Valais,Switzerland,CHE,Other,False,11.5366,False,False
CHE021,Ticino,Switzerland,CHE,Other,ITA009,Lombardia,Italy,ITA,Other,True,128.8539,False,False
CHE021,Ticino,Switzerland,CHE,Other,ITA012,Piemonte,Italy,ITA,Other,True,67.8562,False,False
CHE022,Uri,Switzerland,CHE,Other,CHE023,Valais,Switzerland,CHE,Other,False,15.5881,False,False
CHE023,Valais,Switzerland,CHE,Other,FRA023,Rhone-Alpes,France,FRA,Other,True,86.354,False,False
CHE023,Valais,Switzerland,CHE,Other,ITA012,Piemonte,Italy,ITA,Other,True,99.2522,False,False
CHE023,Valais,Switzerland,CHE,Other,ITA019,Valle D'aosta,Italy,ITA,Other,True,97.1148,False,False
CHE024,Vaud,Switzerland,CHE,Other,CHE023,Valais,Switzerland,CHE,Other,False,54.3642,False,False
CHE024,Vaud,Switzerland,CHE,Other,FRA023,Rhone-Alpes,France,FRA,Other,True,18.5254,False,False
CHE025,Zug,Switzerland,CHE,Other,CHE026,Zurich,Switzerland,CHE,Other,False,27.0568,False,False
CHE026,Zurich,Switzerland,CHE,Other,DEU001,Baden-Wuerttemberg,Germany,DEU,Other,True,44.2742,False,False
CHL001,Aisen del Gral. Carlos Ibañez del Campo,Chile,CHL,LCR,CHL009,Los Lagos,Chile,CHL,LCR,False,229.5873,False,False
CHL001,Aisen del Gral. Carlos Ibañez del Campo,Chile,CHL,LCR,CHL011,Magallanes y Antartica chilena,Chile,CHL,LCR,False,84.9011,False,False
CHL002,Antofagasta,Chile,CHL,LCR,CHL005,Atacama,Chile,CHL,LCR,False,328.4241,False,False
CHL002,Antofagasta,Chile,CHL,LCR,CHL014,Tarapaca,Chile,CHL,LCR,False,213.4612,False,False
CHL003,Araucania,Chile,CHL,LCR,CHL006,Biobio,Chile,CHL,LCR,False,505.4615,False,False
CHL003,Araucania,Chile,CHL,LCR,CHL010,Los Rios,Chile,CHL,LCR,False,215.6806,False,False
CHL004,Arica y Painacota,Chile,CHL,LCR,CHL014,Tarapaca,Chile,CHL,LCR,False,178.0478,False,False
CHL004,Arica y Painacota,Chile,CHL,LCR,PER023,Tacna,Peru,PER,LCR,True,168.0025,False,False
CHL005,Atacama,Chile,CHL,LCR,CHL007,Coquimbo,Chile,CHL,LCR,False,268.6026,False,False
CHL006,Biobio,Chile,CHL,LCR,CHL012,Maule,Chile,CHL,LCR,False,301.6508,False,False
CHL007,Coquimbo,Chile,CHL,LCR,CHL015,Valparaiso,Chile,CHL,LCR,False,183.3473,False,False
CHL008,Libertador Gral. Bernardo O'Higgins,Chile,CHL,LCR,CHL012,Maule,Chile,CHL,LCR,False,255.3313,False,False
CHL008,Libertador Gral. Bernardo O'Higgins,Chile,CHL,LCR,CHL013,Metropolitana,Chile,CHL,LCR,False,290.2339,False,False
CHL008,Libertador Gral. Bernardo O'Higgins,Chile,CHL,LCR,CHL015,Valparaiso,Chile,CHL,LCR,False,18.8348,False,False
CHL009,Los Lagos,Chile,CHL,LCR,CHL010,Los Rios,Chile,CHL,LCR,False,138.1468,False,False
CHL013,Metropolitana,Chile,CHL,LCR,CHL015,Valparaiso,Chile,CHL,LCR,False,343.6649,False,False
CHN001,Anhui Sheng,China,CHN,EAP,CHN012,Henan Sheng,China,CHN,EAP,False,717.2388,False,False
CHN001,Anhui Sheng,China,CHN,EAP,CHN013,Hubei Sheng,China,CHN,EAP,False,234.6643,False,False
CHN001,Anhui Sheng,China,CHN,EAP,CHN015,Jiangsu Sheng,China,CHN,EAP,False,828.7676,False,False
CHN001,Anhui Sheng,China,CHN,EAP,CHN016,Jiangxi Sheng,China,CHN,EAP,False,349.5747,False,False
CHN001,Anhui Sheng,China,CHN,EAP,CHN023,Shandong Sheng,China,CHN,EAP,False,23.4028,False,False
CHN001,Anhui Sheng,China,CHN,EAP,CHN031,Zhejiang Sheng,China,CHN,EAP,False,295.7108,False,False
CHN003,Chongqing Shi,China,CHN,EAP,CHN008,Guizhou Sheng,China,CHN,EAP,False,612.0358,False,False
CHN003,Chongqing Shi,China,CHN,EAP,CHN013,Hubei Sheng,China,CHN,EAP,False,555.6875,False,False
CHN003,Chongqing Shi,China,CHN,EAP,CHN014,Hunan Sheng,China,CHN,EAP,False,86.6989,False,False
CHN003,Chongqing Shi,China,CHN,EAP,CHN022,Shaanxi Sheng,China,CHN,EAP,False,118.9063,False,False
CHN003,Chongqing Shi,China,CHN,EAP,CHN026,Sichuan Sheng,China,CHN,EAP,False,883.7922,False,False
CHN004,Fujian Sheng,China,CHN,EAP,CHN006,Guangdong Sheng,China,CHN,EAP,False,242.7086,False,False
CHN004,Fujian Sheng,China,CHN,EAP,CHN016,Jiangxi Sheng,China,CHN,EAP,False,605.071,False,False
CHN004,Fujian Sheng,China,CHN,EAP,CHN031,Zhejiang Sheng,China,CHN,EAP,False,346.6216,False,False
CHN005,Gansu Sheng,China,CHN,EAP,CHN020,Ningxia Huizu Zizhiqu,China,CHN,EAP,False,794.4046,False,False
CHN005,Gansu Sheng,China,CHN,EAP,CHN021,Qinghai Sheng,China,CHN,EAP,False,1995.9663,False,False
CHN005,Gansu Sheng,China,CHN,EAP,CHN022,Shaanxi Sheng,China,CHN,EAP,False,996.1258,False,False
CHN005,Gansu Sheng,China,CHN,EAP,CHN026,Sichuan Sheng,China,CHN,EAP,False,762.8804,False,False
CHN005,Gansu Sheng,China,CHN,EAP,CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,False,586.7617,False,False
CHN005,Gansu Sheng,China,CHN,EAP,MNG082,Govi-Altai,Mongolia,MNG,EAP,True,59.5467,False,False
CHN006,Guangdong Sheng,China,CHN,EAP,CHN014,Hunan Sheng,China,CHN,EAP,False,334.5811,False,False
CHN006,Guangdong Sheng,China,CHN,EAP,CHN016,Jiangxi Sheng,China,CHN,EAP,False,452.5731,False,False
CHN006,Guangdong Sheng,China,CHN,EAP,HKG001,"Hong Kong SAR, China","Hong Kong SAR, China",HKG,EAP,True,21.3326,False,False
CHN006,Guangdong Sheng,China,CHN,EAP,MAC001,Administrative unit not available,"Macau SAR, China",MAC,EAP,True,11.1474,False,False
CHN007,Guangxi Zhuangzu Zizhiqu,China,CHN,EAP,CHN006,Guangdong Sheng,China,CHN,EAP,False,551.7388,False,False
CHN007,Guangxi Zhuangzu Zizhiqu,China,CHN,EAP,CHN008,Guizhou Sheng,China,CHN,EAP,False,777.4561,False,False
CHN007,Guangxi Zhuangzu Zizhiqu,China,CHN,EAP,CHN014,Hunan Sheng,China,CHN,EAP,False,641.9461,False,False
CHN007,Guangxi Zhuangzu Zizhiqu,China,CHN,EAP,CHN030,Yunnan Sheng,China,CHN,EAP,False,427.0186,False,False
CHN007,Guangxi Zhuangzu Zizhiqu,China,CHN,EAP,VNM014,Cao Bang,Viet Nam,VNM,EAP,True,309.4362,False,False
CHN007,Guangxi Zhuangzu Zizhiqu,China,CHN,EAP,VNM022,Ha Giang,Viet Nam,VNM,EAP,True,15.1593,False,False
CHN007,Guangxi Zhuangzu Zizhiqu,China,CHN,EAP,VNM037,Lang Son,Viet Nam,VNM,EAP,True,216.3871,False,False
CHN007,Guangxi Zhuangzu Zizhiqu,China,CHN,EAP,VNM049,Quang Ninh,Viet Nam,VNM,EAP,True,98.5399,False,False
CHN008,Guizhou Sheng,China,CHN,EAP,CHN014,Hunan Sheng,China,CHN,EAP,False,451.7949,False,False
CHN008,Guizhou Sheng,China,CHN,EAP,CHN026,Sichuan Sheng,China,CHN,EAP,False,345.9668,False,False
CHN008,Guizhou Sheng,China,CHN,EAP,CHN030,Yunnan Sheng,China,CHN,EAP,False,693.3036,False,False
CHN010,Hebei Sheng,China,CHN,EAP,CHN002,Beijing Shi,China,CHN,EAP,False,626.2134,False,False
CHN010,Hebei Sheng,China,CHN,EAP,CHN012,Henan Sheng,China,CHN,EAP,False,193.7429,False,False
CHN010,Hebei Sheng,China,CHN,EAP,CHN018,Liaoning Sheng,China,CHN,EAP,False,240.2108,False,False
CHN010,Hebei Sheng,China,CHN,EAP,CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,False,915.2514,False,False
CHN010,Hebei Sheng,China,CHN,EAP,CHN023,Shandong Sheng,China,CHN,EAP,False,408.1372,False,False
CHN010,Hebei Sheng,China,CHN,EAP,CHN025,Shanxi Sheng,China,CHN,EAP,False,727.5055,False,False
CHN010,Hebei Sheng,China,CHN,EAP,CHN027,Tianjin Shi,China,CHN,EAP,False,461.2258,False,False
CHN011,Heilongjiang Sheng,China,CHN,EAP,CHN017,Jilin Sheng,China,CHN,EAP,False,1144.2909,False,False
CHN011,Heilongjiang Sheng,China,CHN,EAP,CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,False,1625.7524,False,False
CHN011,Heilongjiang Sheng,China,CHN,EAP,RUS005,Amurskaya Oblast,Russian Federation,RUS,ECA,True,1248.2213,False,False
CHN011,Heilongjiang Sheng,China,CHN,EAP,RUS014,Chitinskaya Oblast,Russian Federation,RUS,ECA,True,37.7526,False,False
CHN011,Heilongjiang Sheng,China,CHN,EAP,RUS030,Khabarovskiy Kray,Russian Federation,RUS,ECA,True,246.7788,False,False
CHN011,Heilongjiang Sheng,China,CHN,EAP,RUS060,Primorskiy Kray,Russian Federation,RUS,ECA,True,745.032,False,False
CHN011,Heilongjiang Sheng,China,CHN,EAP,RUS090,Yevreyskaya A. Oblast,Russian Federation,RUS,ECA,True,553.0461,False,False
CHN012,Henan Sheng,China,CHN,EAP,CHN013,Hubei Sheng,China,CHN,EAP,False,580.3751,False,False
CHN012,Henan Sheng,China,CHN,EAP,CHN022,Shaanxi Sheng,China,CHN,EAP,False,190.3401,False,False
CHN012,Henan Sheng,China,CHN,EAP,CHN023,Shandong Sheng,China,CHN,EAP,False,491.7468,False,False
CHN012,Henan Sheng,China,CHN,EAP,CHN025,Shanxi Sheng,China,CHN,EAP,False,486.2073,False,False
CHN013,Hubei Sheng,China,CHN,EAP,CHN016,Jiangxi Sheng,China,CHN,EAP,False,283.5049,False,False
CHN014,Hunan Sheng,China,CHN,EAP,CHN013,Hubei Sheng,China,CHN,EAP,False,741.2903,False,False
CHN014,Hunan Sheng,China,CHN,EAP,CHN016,Jiangxi Sheng,China,CHN,EAP,False,545.2528,False,False
CHN015,Jiangsu Sheng,China,CHN,EAP,CHN024,Shanghai Shi,China,CHN,EAP,False,76.0631,False,False
CHN015,Jiangsu Sheng,China,CHN,EAP,CHN031,Zhejiang Sheng,China,CHN,EAP,False,102.2817,False,False
CHN016,Jiangxi Sheng,China,CHN,EAP,CHN031,Zhejiang Sheng,China,CHN,EAP,False,166.3767,False,False
CHN017,Jilin Sheng,China,CHN,EAP,CHN018,Liaoning Sheng,China,CHN,EAP,False,487.9815,False,False
CHN017,Jilin Sheng,China,CHN,EAP,CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,False,698.2331,False,False
CHN017,Jilin Sheng,China,CHN,EAP,PRK001,Chagang-do,D. P. R. of Korea,PRK,Other,True,270.1759,False,False
CHN017,Jilin Sheng,China,CHN,EAP,PRK002,Hamgyong-bukto,D. P. R. of Korea,PRK,Other,True,360.0304,False,False
CHN017,Jilin Sheng,China,CHN,EAP,PRK011,Yanggang-do,D. P. R. of Korea,PRK,Other,True,420.1137,False,False
CHN017,Jilin Sheng,China,CHN,EAP,RUS060,Primorskiy Kray,Russian Federation,RUS,ECA,True,244.073,False,False
CHN018,Liaoning Sheng,China,CHN,EAP,CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,False,684.3739,False,False
CHN018,Liaoning Sheng,China,CHN,EAP,PRK001,Chagang-do,D. P. R. of Korea,PRK,Other,True,61.1629,False,False
CHN018,Liaoning Sheng,China,CHN,EAP,PRK008,P'yongan-bukto,D. P. R. of Korea,PRK,Other,True,62.5915,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,CHN005,Gansu Sheng,China,CHN,EAP,False,1517.5278,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,CHN020,Ningxia Huizu Zizhiqu,China,CHN,EAP,False,623.5404,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,CHN022,Shaanxi Sheng,China,CHN,EAP,False,532.2487,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,CHN025,Shanxi Sheng,China,CHN,EAP,False,394.7608,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,MNG021,Dornod,Mongolia,MNG,EAP,True,1103.0834,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,MNG022,Sükhbaatar,Mongolia,MNG,EAP,True,478.0636,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,MNG044,Dornogovi,Mongolia,MNG,EAP,True,571.8566,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,MNG046,Ömnögovi,Mongolia,MNG,EAP,True,783.5909,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,MNG064,Bayankhongor,Mongolia,MNG,EAP,True,147.924,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,MNG082,Govi-Altai,Mongolia,MNG,EAP,True,61.5933,False,False
CHN019,Nei Mongol Zizhiqu,China,CHN,EAP,RUS014,Chitinskaya Oblast,Russian Federation,RUS,ECA,True,1017.4747,False,False
CHN020,Ningxia Huizu Zizhiqu,China,CHN,EAP,CHN022,Shaanxi Sheng,China,CHN,EAP,False,115.825,False,False
CHN021,Qinghai Sheng,China,CHN,EAP,CHN026,Sichuan Sheng,China,CHN,EAP,False,963.2806,False,False
CHN021,Qinghai Sheng,China,CHN,EAP,CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,False,786.0214,False,False
CHN021,Qinghai Sheng,China,CHN,EAP,CHN029,Xizang Zizhiqu,China,CHN,EAP,False,1428.1044,False,False
CHN022,Shaanxi Sheng,China,CHN,EAP,CHN013,Hubei Sheng,China,CHN,EAP,False,416.0004,False,False
CHN022,Shaanxi Sheng,China,CHN,EAP,CHN025,Shanxi Sheng,China,CHN,EAP,False,642.3192,False,False
CHN022,Shaanxi Sheng,China,CHN,EAP,CHN026,Sichuan Sheng,China,CHN,EAP,False,384.461,False,False
CHN023,Shandong Sheng,China,CHN,EAP,CHN015,Jiangsu Sheng,China,CHN,EAP,False,416.9504,False,False
CHN024,Shanghai Shi,China,CHN,EAP,CHN031,Zhejiang Sheng,China,CHN,EAP,False,61.6976,False,False
CHN026,Sichuan Sheng,China,CHN,EAP,CHN029,Xizang Zizhiqu,China,CHN,EAP,False,470.1718,False,False
CHN026,Sichuan Sheng,China,CHN,EAP,CHN030,Yunnan Sheng,China,CHN,EAP,False,1468.9968,False,False
CHN027,Tianjin Shi,China,CHN,EAP,CHN002,Beijing Shi,China,CHN,EAP,False,49.6182,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,AFG001,Badakhshan,Afghanistan,AFG,SAR,True,91.5148,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,CHN029,Xizang Zizhiqu,China,CHN,EAP,False,1000.6503,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,KAZ003,Almatinskaya,Kazakhstan,KAZ,ECA,True,841.3399,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,KAZ013,Vostochno-kazachstanskaya,Kazakhstan,KAZ,ECA,True,857.6953,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,KGZ004,Naryn,Kyrgyz Republic,KGZ,ECA,True,489.6774,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,KGZ005,Osh,Kyrgyz Republic,KGZ,ECA,True,261.3968,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,KGZ007,Ysyk-Kol,Kyrgyz Republic,KGZ,ECA,True,303.4075,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,MNG082,Govi-Altai,Mongolia,MNG,EAP,True,430.0948,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,MNG083,Bayan-Ölgii,Mongolia,MNG,EAP,True,570.6879,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,MNG084,Khovd,Mongolia,MNG,EAP,True,415.1174,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,RUS003,Altay Rep.,Russian Federation,RUS,ECA,True,55.6909,False,False
CHN028,Xinjiang Uygur Zizhiqu,China,CHN,EAP,TJK001,Badakhshan Autonomous Mountainous Region,Tajikistan,TJK,ECA,True,482.9818,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,BTN001,Bumthang,Bhutan,BTN,SAR,True,44.2477,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,BTN004,Gasa,Bhutan,BTN,SAR,True,158.8993,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,BTN006,Lhuentse,Bhutan,BTN,SAR,True,111.7537,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,BTN008,Paro,Bhutan,BTN,SAR,True,27.2898,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,BTN014,Thimphu,Bhutan,BTN,SAR,True,39.4787,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,BTN016,Trashiyangtse,Bhutan,BTN,SAR,True,27.7907,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,BTN019,Wangduephodrang,Bhutan,BTN,SAR,True,2.2472,True,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,CHN030,Yunnan Sheng,China,CHN,EAP,False,283.0578,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,IND014,Himachal Pradesh,India,IND,SAR,True,144.0621,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,IND030,Sikkim,India,IND,SAR,True,219.6668,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,IND035,Uttarakhand,India,IND,SAR,True,86.8692,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,MMR004,Kachin,Myanmar,MMR,EAP,True,171.5231,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,NPL002,Gandaki,Nepal,NPL,SAR,True,322.4906,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,NPL003,Koshi,Nepal,NPL,SAR,True,261.0141,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,NPL004,Sudurpashchim,Nepal,NPL,SAR,True,47.5613,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,NPL005,Karnali,Nepal,NPL,SAR,True,486.9663,False,False
CHN029,Xizang Zizhiqu,China,CHN,EAP,NPL006,Bagmati,Nepal,NPL,SAR,True,284.657,False,False
CHN030,Yunnan Sheng,China,CHN,EAP,LAO007,Louang Namtha,Lao People's Democratic Republic,LAO,EAP,True,154.1528,False,False
CHN030,Yunnan Sheng,China,CHN,EAP,LAO009,Oudômxai,Lao People's Democratic Republic,LAO,EAP,True,16.0659,False,False
CHN030,Yunnan Sheng,China,CHN,EAP,LAO010,Phôngsali,Lao People's Democratic Republic,LAO,EAP,True,309.3487,False,False
CHN030,Yunnan Sheng,China,CHN,EAP,MMR004,Kachin,Myanmar,MMR,EAP,True,900.3816,False,False
CHN030,Yunnan Sheng,China,CHN,EAP,MMR013,Shan,Myanmar,MMR,EAP,True,1033.9986,False,False
CHN030,Yunnan Sheng,China,CHN,EAP,VNM018,Dien Bien,Viet Nam,VNM,EAP,True,37.1467,False,False
CHN030,Yunnan Sheng,China,CHN,EAP,VNM022,Ha Giang,Viet Nam,VNM,EAP,True,243.509,False,False
CHN030,Yunnan Sheng,China,CHN,EAP,VNM035,Lai Chau,Viet Nam,VNM,EAP,True,245.5486,False,False
CHN030,Yunnan Sheng,China,CHN,EAP,VNM038,Lao Cai,Viet Nam,VNM,EAP,True,175.2917,False,False
CIV024,Abidjan,Côte d'Ivoire,CIV,AFR,CIV026,Comoé,Côte d'Ivoire,CIV,AFR,False,13.8459,False,False
CIV024,Abidjan,Côte d'Ivoire,CIV,AFR,CIV030,Lagunes,Côte d'Ivoire,CIV,AFR,False,148.7466,False,False
CIV025,Bas-Sassandra,Côte d'Ivoire,CIV,AFR,CIV028,Gôh-Djiboua,Côte d'Ivoire,CIV,AFR,False,235.6345,False,False
CIV025,Bas-Sassandra,Côte d'Ivoire,CIV,AFR,CIV030,Lagunes,Côte d'Ivoire,CIV,AFR,False,21.1396,False,False
CIV025,Bas-Sassandra,Côte d'Ivoire,CIV,AFR,CIV031,Montagnes,Côte d'Ivoire,CIV,AFR,False,130.4948,False,False
CIV025,Bas-Sassandra,Côte d'Ivoire,CIV,AFR,LBR006,Grand Gedeh,Liberia,LBR,AFR,True,18.7247,False,False
CIV025,Bas-Sassandra,Côte d'Ivoire,CIV,AFR,LBR010,Maryland,Liberia,LBR,AFR,True,1.8272,True,False
CIV025,Bas-Sassandra,Côte d'Ivoire,CIV,AFR,LBR013,River Gee,Liberia,LBR,AFR,True,141.9959,False,False
CIV026,Comoé,Côte d'Ivoire,CIV,AFR,CIV030,Lagunes,Côte d'Ivoire,CIV,AFR,False,276.4722,False,False
CIV026,Comoé,Côte d'Ivoire,CIV,AFR,GHA010,Western,Ghana,GHA,AFR,True,90.7152,False,False
CIV026,Comoé,Côte d'Ivoire,CIV,AFR,GHA018,Western North,Ghana,GHA,AFR,True,241.7624,False,False
CIV027,Denguélé,Côte d'Ivoire,CIV,AFR,CIV035,Woroba,Côte d'Ivoire,CIV,AFR,False,264.4102,False,False
CIV027,Denguélé,Côte d'Ivoire,CIV,AFR,GIN004,Kankan,Guinea,GIN,AFR,True,128.0767,False,False
CIV027,Denguélé,Côte d'Ivoire,CIV,AFR,GIN008,Nzerekore,Guinea,GIN,AFR,True,119.0159,False,False
CIV028,Gôh-Djiboua,Côte d'Ivoire,CIV,AFR,CIV030,Lagunes,Côte d'Ivoire,CIV,AFR,False,198.5672,False,False
CIV028,Gôh-Djiboua,Côte d'Ivoire,CIV,AFR,CIV036,Yamoussoukro,Côte d'Ivoire,CIV,AFR,False,22.9386,False,False
CIV029,Lacs,Côte d'Ivoire,CIV,AFR,CIV026,Comoé,Côte d'Ivoire,CIV,AFR,False,154.1014,False,False
CIV029,Lacs,Côte d'Ivoire,CIV,AFR,CIV028,Gôh-Djiboua,Côte d'Ivoire,CIV,AFR,False,35.699,False,False
CIV029,Lacs,Côte d'Ivoire,CIV,AFR,CIV030,Lagunes,Côte d'Ivoire,CIV,AFR,False,227.1647,False,False
CIV029,Lacs,Côte d'Ivoire,CIV,AFR,CIV034,Vallée du Bandama,Côte d'Ivoire,CIV,AFR,False,248.4976,False,False
CIV029,Lacs,Côte d'Ivoire,CIV,AFR,CIV036,Yamoussoukro,Côte d'Ivoire,CIV,AFR,False,136.0021,False,False
CIV029,Lacs,Côte d'Ivoire,CIV,AFR,CIV037,Zanzan,Côte d'Ivoire,CIV,AFR,False,156.7166,False,False
CIV031,Montagnes,Côte d'Ivoire,CIV,AFR,CIV035,Woroba,Côte d'Ivoire,CIV,AFR,False,219.395,False,False
CIV031,Montagnes,Côte d'Ivoire,CIV,AFR,GIN008,Nzerekore,Guinea,GIN,AFR,True,135.6252,False,False
CIV031,Montagnes,Côte d'Ivoire,CIV,AFR,LBR012,Nimba,Liberia,LBR,AFR,True,210.0444,False,False
CIV032,Sassandra-Marahoué,Côte d'Ivoire,CIV,AFR,CIV025,Bas-Sassandra,Côte d'Ivoire,CIV,AFR,False,84.7233,False,False
CIV032,Sassandra-Marahoué,Côte d'Ivoire,CIV,AFR,CIV028,Gôh-Djiboua,Côte d'Ivoire,CIV,AFR,False,142.1821,False,False
CIV032,Sassandra-Marahoué,Côte d'Ivoire,CIV,AFR,CIV031,Montagnes,Côte d'Ivoire,CIV,AFR,False,99.2185,False,False
CIV032,Sassandra-Marahoué,Côte d'Ivoire,CIV,AFR,CIV035,Woroba,Côte d'Ivoire,CIV,AFR,False,208.2071,False,False
CIV032,Sassandra-Marahoué,Côte d'Ivoire,CIV,AFR,CIV036,Yamoussoukro,Côte d'Ivoire,CIV,AFR,False,48.9417,False,False
CIV033,Savanes,Côte d'Ivoire,CIV,AFR,CIV027,Denguélé,Côte d'Ivoire,CIV,AFR,False,230.7219,False,False
CIV033,Savanes,Côte d'Ivoire,CIV,AFR,CIV034,Vallée du Bandama,Côte d'Ivoire,CIV,AFR,False,473.5468,False,False
CIV033,Savanes,Côte d'Ivoire,CIV,AFR,CIV035,Woroba,Côte d'Ivoire,CIV,AFR,False,228.9026,False,False
CIV033,Savanes,Côte d'Ivoire,CIV,AFR,CIV037,Zanzan,Côte d'Ivoire,CIV,AFR,False,216.8195,False,False
CIV033,Savanes,Côte d'Ivoire,CIV,AFR,MLI008,Sikasso,Mali,MLI,AFR,True,333.2198,False,False
CIV034,Vallée du Bandama,Côte d'Ivoire,CIV,AFR,CIV035,Woroba,Côte d'Ivoire,CIV,AFR,False,180.847,False,False
CIV034,Vallée du Bandama,Côte d'Ivoire,CIV,AFR,CIV037,Zanzan,Côte d'Ivoire,CIV,AFR,False,119.3052,False,False
CIV035,Woroba,Côte d'Ivoire,CIV,AFR,GIN008,Nzerekore,Guinea,GIN,AFR,True,365.4146,False,False
CIV037,Zanzan,Côte d'Ivoire,CIV,AFR,CIV026,Comoé,Côte d'Ivoire,CIV,AFR,False,98.534,False,False
CIV037,Zanzan,Côte d'Ivoire,CIV,AFR,GHA012,Bono,Ghana,GHA,AFR,True,236.3517,False,False
CIV037,Zanzan,Côte d'Ivoire,CIV,AFR,GHA017,Savannah,Ghana,GHA,AFR,True,114.3509,False,False
CMR001,Adamaoua,Cameroon,CMR,AFR,CAF002,Equateur,Central African Republic,CAF,AFR,True,104.5647,False,False
